date,soname,catname,userdata,dataondisk,dedup
02-01-2025,yfphsor03.kmdc.att.com,test,0,0,0
02-01-2025,yfphsor03.kmdc.att.com,AFP_PROD_DB_COMMON_ALPH332_02_Rep,180.7,159.76,1.1
02-01-2025,yfphsor03.kmdc.att.com,KGM_PROD_FS_YLPD10529,0,0,0
02-01-2025,yfphsor03.kmdc.att.com,KGM_NON_PROD_DB_Common_ylpd10529,302.58,35.32,8.5
02-01-2025,yfphsor03.kmdc.att.com,KGM_PROD_DB_Common_ylpd10529,0,0,0
02-01-2025,yfphsor03.kmdc.att.com,KGM_NonPROD_FS_ylpd10529,0,0,0
02-01-2025,yfphsor04.kmdc.att.com,test,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tlph101,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tsprd653,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,test,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Windows_FS_tsprd653,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tsprd653,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tsprd653,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Prod_Windows_FS_tsprd540,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Linux_FS_tsprd540,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tsprd540,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tspr540,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Linux_FS_tlph101,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_Windows_FS_tlph101,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_Windows_FS_tlph101,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlph101,755.47,248.88,3
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tlph101,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlph101,205.19,10.07,20.3
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlph101,329.74,22.26,14.8
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NonPROD_FS_tlpd11266,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlpd11266,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlpd11266,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tlpd11266,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlph102,141.78,2.08,68.1
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlph102,50.58,2.71,18.6
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlph102,66.5,8.99,7.3
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tlph102,0.01,0.01,0.9
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tsprd540,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tsprd540,70.55,4.84,14.5
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_DB_Common_tsprd540,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tsprd540,22.26,3,7.4
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tsprd653,10.19,0.36,28
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tsprd653,57.17,5.03,11.3
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tsprd653,0.14,0.07,2
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tsprd653,149.76,22.08,6.7
02-01-2025,tfphsor04.dadc.sbc.com,TFP_Non_PROD_FS_tlpd237,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_FS_tlpd237,54.99,3.74,14.6
02-01-2025,tfphsor04.dadc.sbc.com,TFP_NON_PROD_DB_Common_tlpd237,0,0,0
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_Common_tlpd237,11.34,9.44,1.2
02-01-2025,tfphsor04.dadc.sbc.com,TFP_PROD_DB_p1ccr7d6,0.04,0.01,2.8
02-01-2025,tfphsor05.dadc.sbc.com,CFP_t1ccr2d5_Rep,0,0,0
02-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr1m2_Rep,0,0,0
02-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_csprd246_Rep,0,0,0
02-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr7d7_Rep,0,0,0.5
02-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_csprd246_Rep,0,0,0
02-01-2025,tfphsor05.dadc.sbc.com,CFP_p1ccr7d8_Rep,0.04,0.04,0.9
02-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_csprd370_Rep,0,0,0
02-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_clph444_Rep,2666.78,594.52,4.4
02-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_csprd370_Rep,9.66,0.33,29.3
02-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_Linux_FS_clph444_Rep,0,0,0
02-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_Windows_FS_clph444_Rep,0,0,0
02-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_FS_clph444_Rep,499.57,47,10.6
02-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_cspr246_Rep,1.28,1.14,1.1
02-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_csprd246_Rep,0,0,0
02-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_FS_clph587_Rep,57.29,2.53,22.6
02-01-2025,tfphsor05.dadc.sbc.com,CFP_PROD_DB_Common_clph587_Rep,86.66,12.88,6.7
02-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_clph444_Rep_cfphsor05,172.35,7.68,22.4
02-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_dbcommon_clph444_cfphsor05,173.65,44.08,3.9
02-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_FS_csprd246_Rep_cfphsor05,48.63,4.05,12
02-01-2025,tfphsor05.dadc.sbc.com,CFP_Prod_dbcommon_csprd246_Rep_cfphsor05,6.41,5.4,1.1
02-01-2025,tfphsor05.dadc.sbc.com,p1ccr8d2_target,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,t1ccr2d5,3.03,0.35,8.5
02-01-2025,cfphsor02.sldc.sbc.com,p1ccr1m2,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_FS_clph587,5,1.08,4.6
02-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_FS_clph587,494.45,9.48,52.1
02-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_clph587,0.42,0.19,2.2
02-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_clph587,14.9,4.57,3.2
02-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_Windows_FS_csprd370,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Windows_FS_csprd370,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_Linux_FS_csprd370,1.71,0.14,12.3
02-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Linux_FS_csprd370,4.19,0.18,22.9
02-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_Linux_FS_clph444,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,p1ccr7d7,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,p1ccr7d8,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_Windows_FS_clph444,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Linux_FS_clph444,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_Windows_FS_clph444,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_clph444,423.79,127.55,3.3
02-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_clph444,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_FS_clph444,13.55,1.27,10.6
02-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_FS_clph444,86.4,21.81,3.9
02-01-2025,cfphsor02.sldc.sbc.com,CFP_NonProd_FS_csprd246,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_Prod_FS_csprd246,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_Non_PROD_DB_Common_cspr246,0,0,0
02-01-2025,cfphsor02.sldc.sbc.com,CFP_PROD_DB_Common_cspr246,0.07,0.01,10.2
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tlph101_Rep,0,0,0
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Windows_FS_tlph101_Rep,0,0,0
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlph101_Rep,1115.58,361.75,3
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Windows_FS_tsprd653_Rep,0,0,0
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tsprd653_Rep,0,0,0
02-01-2025,cfphsor03.sldc.sbc.com,TFP_Non_PROD_FS_tlph101_rep,0,0,0
02-01-2025,cfphsor03.sldc.sbc.com,TFP_Prod_Windows_FS_tsprd540_Rep,0,0,0
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlph101_rep,380.1,25.28,15
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_Linux_FS_tsprd540_Rep,0,0,0
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlph102_rep,55.45,3.24,17.1
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlph102_Rep,65.2,8.87,7.3
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tsprd540_Rep,82.24,5.01,16.4
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tsprd540_Rep,22.5,2.69,8.3
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tsprd653_Rep,149.35,22.08,6.7
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tsprd653_Rep,58.65,5.49,10.6
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_Common_tlpd237_Rep,14.39,11.25,1.2
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_FS_tlpd237_Rep,63.86,3.9,16.3
02-01-2025,cfphsor03.sldc.sbc.com,TFP_PROD_DB_p1ccr7d6_Rep,0,0,0
02-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blph634,6.47,0.31,21.1
02-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blph874,4.98,0.09,54.7
02-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd267,1.66,0.05,34.3
02-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd466,2.95,0.09,31.9
02-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd483,0.95,0.05,19.1
02-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd649,1.74,0.09,20
02-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_bsprd685,3.03,0.11,28.8
02-01-2025,bfphsor01.bhdc.att.com,BFP_Catalog_blpd739,1.23,0.03,43.4
02-01-2025,bfphsor01.bhdc.att.com,BPF_Catalog_blpd10808,0.05,0.01,4.6
02-01-2025,bfphsor01.bhdc.att.com,blpd10808,0,0,0
02-01-2025,bfphsor01.bhdc.att.com,blpd10809,0,0,0
02-01-2025,bfphsor01.bhdc.att.com,blpd10810,0,0,0
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlp13422_dup,0.12,0,37.3
02-01-2025,cfphsor01.sldc.sbc.com,OFP_Catalog_clpd13671,0,0,0
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13671,0.02,0,11.5
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph444,5.87,0.28,21.2
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph587,4.3,0.1,42.2
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clph657,5.31,0.16,34.1
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd246,0.18,0.02,11.4
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd370,1.92,0.1,18.7
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlph101_dup,11.38,0.34,33.2
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd653_dup,1.91,0.05,41.2
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd540_dup,0.65,0.02,30.5
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd11266_dup,1.66,0.03,63.1
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd237_dup,4.22,0.03,130.7
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlph102_dup,5.16,0.14,37.2
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tsprd654_dup,3.46,0.11,32.2
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_csprd245,2.78,0.05,53.6
02-01-2025,cfphsor01.sldc.sbc.com,CFP_PROD_Linux_FS_clph657,0,0,0
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13241,0.07,0.01,6.2
02-01-2025,cfphsor01.sldc.sbc.com,CFP_Catalog_clpd13672,0,0,9
02-01-2025,cfphsor01.sldc.sbc.com,TFP_Catalog_tlpd13081_dup,0.03,0,12.6
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_FS_blph874,134.91,7.72,17.4
02-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_FS_blph874,131.87,6.13,21.5
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_dbcommon_blph874,682.12,108.62,6.2
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p2spn1d4,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d2,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d1,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d3,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d4,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d5,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d6,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb1d7,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p8enb2d1,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Linux_FS_bsprd652,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_bsprd652,0,0,0
02-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_dbcommon_blph874,98.66,51.26,1.9
02-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_FS_blph634,11.37,0.48,23.8
02-01-2025,bfphsor03.bhdc.att.com,BFP_NonProd_dbcommon_blph634,7.45,1.56,4.7
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_FS_blph634,110.39,7.89,13.9
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_dbcommon_blph634,75.56,36.62,2
02-01-2025,bfphsor03.bhdc.att.com,BFP_Prod_Ora-DB_p1edw1d2,0,0,0
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd245_dup,2.78,0.05,53.5
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlp13422,0.12,0,34.9
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13241_dup,0,0,0
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13671_dup,0.02,0,16.7
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd11266,1.66,0.03,63
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd237,4.22,0.03,130.6
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlph101,11.38,0.34,33.2
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlph102,5.16,0.14,37.2
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd540,0.65,0.02,30.5
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd653,1.91,0.05,41.2
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tsprd654,3.46,0.11,32.2
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph444_dup,0,0,0
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph587_dup,4.3,0.1,42.1
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clph657_dup,5.05,0.15,33.5
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd246_dup,0.83,0.03,31
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_csprd370_dup,1.92,0.1,18.7
02-01-2025,tfphsor01.dadc.sbc.com,CFP_Catalog_clpd13672_dup,0.02,0,16.8
02-01-2025,tfphsor01.dadc.sbc.com,TFP_Catalog_tlpd13081,0.07,0.01,5.6
02-01-2025,ufphsor01.madc.att.com,usprd144_test,0,0,0
02-01-2025,ufphsor01.madc.att.com,UFP_Catalog_ulph189,2.47,0.1,25.6
02-01-2025,ufphsor01.madc.att.com,UFP_Catalog_usprd144,1.4,0.04,32.1
02-01-2025,ufphsor01.madc.att.com,UFP_Catalog_usprd445,2.36,0.06,42.7
02-01-2025,ufphsor01.madc.att.com,UFP_Catalog_ulpd10324,0.12,0.01,9.9
02-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_bspebr02,0.38,0.01,72.6
02-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_bspebr04,1.35,0.04,36
02-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_olph437,8.89,0.27,32.8
02-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd544,1.09,0.03,39.6
02-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd565,0.89,0.02,39.5
02-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_osprd312,12.18,0.14,86.2
02-01-2025,ofphsor01.bodc.att.com,OFP_Catalog_olpd11038,0.01,0,12.3
02-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_flpd633_dup,16.03,0.64,24.8
02-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd119_dup,0,0,0
02-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd304_dup,0.79,0.01,54.3
02-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd448_dup,2.99,0.15,20.3
02-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd475_dup,0.31,0.01,32.4
02-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd476_dup,0.18,0.01,34
02-01-2025,ofphsor01.bodc.att.com,FFP_Catalog_fsprd508_dup,1.36,0.02,55.6
02-01-2025,ofphsor01.bodc.att.com,FFP_Local_BKUP,0.02,0.01,2.3
02-01-2025,ofphsor01.bodc.att.com,FFP_catalog_flpd11354_dup,0,0,7.7
02-01-2025,ofphsor01.bodc.att.com,FFP_catalog_flpd11355_dup,0.01,0,11.3
02-01-2025,ofphsor04.bodc.att.com,OFP_NonPROD_Linux_FS_olph437,0,0,0
02-01-2025,ofphsor04.bodc.att.com,OFP_NonPROD_Windows_FS_olph437,0,0,0
02-01-2025,ofphsor04.bodc.att.com,OFP_PROD_Linux_FS_olph437,0,0,1.7
02-01-2025,ofphsor04.bodc.att.com,OFP_PROD_Windows_FS_olph437,0,0,0
02-01-2025,ofphsor04.bodc.att.com,test,0,0,1.9
02-01-2025,ofphsor04.bodc.att.com,OFP_PROD_DB_Common_olph437,1419.81,145.28,9.7
02-01-2025,ofphsor04.bodc.att.com,OFP_Non_PROD_DB_Common_olph437,0,0,0
02-01-2025,ofphsor04.bodc.att.com,OFP_NonPROD_FS_olph437,268.56,15.36,17.4
02-01-2025,ofphsor04.bodc.att.com,OFP_PROD_FS_olph437,545.55,62.79,8.6
02-01-2025,ofphsor05.bodc.att.com,FFP_PROD_Linux_FS_fsprd448_Rep,0,0,0
02-01-2025,ofphsor05.bodc.att.com,FFP_PROD_Windows_FS_fsprd448_Rep,0,0,0
02-01-2025,ofphsor05.bodc.att.com,FFP_PROD_FS_flpd633_rep,273,19.38,14
02-01-2025,ofphsor05.bodc.att.com,FFP_PROD_DB_flpd633_rep,1551.04,335.85,4.6
02-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_bspebr02_dup,0,0,0
02-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_bspebr04_dup,1.35,0.04,36
02-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_olph437_dup,0,0,0
02-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_osprd312_dup,12.18,0.14,86.5
02-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_osprd544_dup,0,0,0
02-01-2025,ffphsor01.ffdc.sbc.com,OFP_Catalog_osprd565_dup,0,0,0
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_flpd633,16.03,0.64,24.8
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_fsprd119,0,0,0
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_fsprd304,0.79,0.01,54.4
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_fsprd448,2.99,0.15,20.3
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_fsprd475,0.31,0.01,32.4
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_fsprd476,0.18,0.01,34
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_fsprd508,1.36,0.02,55.5
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_LOCAL_BKUP,0.11,0.01,7.6
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_flpd11354,0,0,7.8
02-01-2025,ffphsor01.ffdc.sbc.com,FFP_Catalog_flpd11355,0.01,0,11.3
02-01-2025,ffphsor02.ffdc.sbc.com,Test,0,0,0
02-01-2025,ffphsor02.ffdc.sbc.com,FFP_PROD_Linux_FS_fsprd448,0,0,0
02-01-2025,ffphsor02.ffdc.sbc.com,FFP_NonPROD_Windows_FS_fsprd448,0,0,0
02-01-2025,ffphsor02.ffdc.sbc.com,FFP_PROD_Windows_FS_fsprd448,0,0,0
02-01-2025,ffphsor02.ffdc.sbc.com,FFP_NonPROD_FS_flpd633,232.16,9.06,25.6
02-01-2025,ffphsor02.ffdc.sbc.com,FFP_NonPROD_Linux_FS_fsprd448,0,0,0
02-01-2025,ffphsor02.ffdc.sbc.com,FFP_PROD_FS_flpd633,273.34,19.72,13.8
02-01-2025,ffphsor02.ffdc.sbc.com,FFP_NonPROD_DB_flpd633,0.14,0.05,2.6
02-01-2025,ffphsor02.ffdc.sbc.com,FFP_PROD_DB_flpd633,1104.38,251.36,4.3
02-01-2025,ffphsor03.ffdc.sbc.com,OFP_PROD_Linux_FS_olph437_Rep,0.07,0.01,13.3
02-01-2025,ffphsor03.ffdc.sbc.com,OFP_PROD_Windows_FS_olph437_Rep,0,0,0
02-01-2025,ffphsor03.ffdc.sbc.com,test,0,0,1.8
02-01-2025,ffphsor03.ffdc.sbc.com,OFP_PROD_DB_Common_olph437_Rep,1435.95,146.2,9.8
02-01-2025,ffphsor03.ffdc.sbc.com,OFP_PROD_FS_olph437_Rep,520.48,55.89,9.3
02-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_Linux_FS_ALPH332_Rep,4.18,0.35,11.9
02-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_FS_ASPRD559_Rep,147.28,6.96,21.1
02-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_Windows_FS_ALPH332_Rep,0,0,0
02-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_DB_COMMON_ASPRD559_Rep,394.14,56.51,6.9
02-01-2025,yfphsor02.kmdc.att.com,test,0.01,0,1.9
02-01-2025,yfphsor02.kmdc.att.com,p5enb2d8_Repl,72.08,69.14,1
02-01-2025,yfphsor02.kmdc.att.com,p5enb2d9_Repl,0.87,0.81,1
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d1_Repl,15.4,15.29,1
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d2_Repl,17.86,16.33,1
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d3_Repl,9.49,9.34,1
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d4_Repl,14.65,14.66,0.9
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d5_Repl,4.65,4.16,1.1
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d6_Repl,104,87.58,1.1
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d7_Repl,0.08,0.02,4.9
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d8_Repl,15.18,14.25,1
02-01-2025,yfphsor02.kmdc.att.com,p5enb3d9_Repl,15.49,14.48,1
02-01-2025,yfphsor02.kmdc.att.com,p5enb4d1_Repl,11.28,10.62,1
02-01-2025,yfphsor02.kmdc.att.com,p5enb4d2_Repl,17.97,16.31,1.1
02-01-2025,yfphsor02.kmdc.att.com,p5enb4d3_Repl,4.62,4.12,1.1
02-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_DB_COMMON_TARGET,1059.46,271.92,3.8
02-01-2025,yfphsor02.kmdc.att.com,AFP_PROD_FS_ALPH332_Rep,1185.68,65.03,18.2
02-01-2025,ufphsor03.madc.att.com,UFP_PROD_Linux_FS_ulph189,0.17,0.01,14.1
02-01-2025,ufphsor03.madc.att.com,UFP_PROD_FS_ulph189,415.68,42.25,9.8
02-01-2025,ufphsor03.madc.att.com,UFP_NonPROD_FS_ulph189,103.63,4.5,23
02-01-2025,ufphsor03.madc.att.com,UFP_PROD_DB_Common_ulph189,974.85,250.22,3.8
02-01-2025,afphsor03.aldc.att.com,AFP_PROD_Linux_FS_alpd11665,0.09,0.01,9.7
02-01-2025,ofphsor02.bodc.att.com,test_ofphsor02,0,0,0
02-01-2025,ofphsor06.bodc.att.com,OFP_Nprod_Linux_FS_Test,0,0,0
02-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Linux_FS_olpd11038,0,0,0.4
02-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Linux_FS_olpd10888,0,0,0
02-01-2025,ofphsor06.bodc.att.com,OFP_Prod_Windows_FS_olpd10888,0,0,0
02-01-2025,ofphsor07.bodc.att.com,OFP_Nprod_Linux_FS_Test,0,0,0
